UserID,Device,Traffic_Source,Category,Visited,Product_Viewed,Added_to_Cart,Purchased
U01578,Tablet,Organic,Electronics,1,0,0,0
U01579,Mobile,Email,Home & Kitchen,1,0,0,0
U01580,Desktop,Organic,Home & Kitchen,1,0,0,0
U01581,Mobile,Direct,Books,1,1,1,1
U01582,Mobile,Organic,Sports,1,1,0,0
U01583,Mobile,Paid,Sports,1,1,1,1
U01584,Mobile,Social,Books,1,1,0,0
U01585,Mobile,Social,Electronics,1,1,0,0
U01586,Desktop,Organic,Clothing,1,1,0,0
U01587,Mobile,Direct,Home & Kitchen,1,1,1,0
U01588,Desktop,Paid,Clothing,1,1,0,0
U01589,Mobile,Paid,Books,1,1,1,1
U01590,Desktop,Organic,Books,1,1,0,0
U01591,Desktop,Organic,Sports,1,1,0,0
U01592,Mobile,Direct,Electronics,1,1,1,1
U01593,Desktop,Social,Home & Kitchen,1,1,0,0
U01594,Mobile,Organic,Sports,1,0,0,0
U01595,Tablet,Social,Sports,1,0,0,0
U01596,Desktop,Organic,Home & Kitchen,1,0,0,0
U01597,Desktop,Paid,Sports,1,0,0,0
U01598,Desktop,Social,Clothing,1,0,0,0
U01599,Desktop,Social,Clothing,1,1,0,0
U01600,Mobile,Social,Books,1,1,1,0
U01601,Desktop,Direct,Books,1,1,1,0
U01602,Desktop,Paid,Clothing,1,1,0,0
U01603,Desktop,Social,Home & Kitchen,1,1,1,0
U01604,Desktop,Social,Sports,1,1,0,0
U01605,Mobile,Organic,Clothing,1,1,0,0
U01606,Desktop,Social,Sports,1,0,0,0
U01607,Mobile,Paid,Books,1,1,1,1
U01608,Desktop,Organic,Sports,1,0,0,0
U01609,Mobile,Organic,Clothing,1,1,0,0
U01610,Desktop,Social,Books,1,1,1,0
U01611,Desktop,Organic,Home & Kitchen,1,0,0,0
U01612,Desktop,Organic,Sports,1,1,1,0
U01613,Desktop,Direct,Clothing,1,1,0,0
U01614,Desktop,Direct,Clothing,1,1,1,1
U01615,Mobile,Paid,Sports,1,1,1,1
U01616,Mobile,Paid,Clothing,1,1,1,1
U01617,Desktop,Email,Sports,1,1,0,0
U01618,Desktop,Paid,Electronics,1,0,0,0
U01619,Desktop,Email,Books,1,1,0,0
U01620,Mobile,Paid,Clothing,1,1,1,0
U01621,Desktop,Paid,Clothing,1,0,0,0
U01622,Desktop,Social,Electronics,1,1,0,0
U01623,Desktop,Social,Home & Kitchen,1,0,0,0
U01624,Desktop,Social,Clothing,1,0,0,0
U01625,Desktop,Social,Electronics,1,0,0,0
U01626,Desktop,Organic,Home & Kitchen,1,1,1,1
U01627,Desktop,Organic,Books,1,1,0,0
U01628,Mobile,Paid,Electronics,1,1,0,0
U01629,Desktop,Social,Books,1,1,1,1
U01630,Desktop,Direct,Clothing,1,1,1,1
U01631,Mobile,Social,Clothing,1,1,0,0
U01632,Desktop,Organic,Electronics,1,0,0,0
U01633,Desktop,Paid,Clothing,1,0,0,0
U01634,Tablet,Paid,Books,1,0,0,0
U01635,Mobile,Email,Electronics,1,1,1,1
U01636,Desktop,Social,Clothing,1,0,0,0
U01637,Desktop,Organic,Electronics,1,1,1,1
U01638,Mobile,Social,Electronics,1,1,0,0
U01639,Mobile,Email,Clothing,1,0,0,0
U01640,Desktop,Paid,Home & Kitchen,1,1,0,0
U01641,Mobile,Direct,Books,1,0,0,0
U01642,Desktop,Organic,Home & Kitchen,1,1,1,0
U01643,Desktop,Organic,Clothing,1,1,0,0
U01644,Mobile,Paid,Electronics,1,0,0,0
U01645,Desktop,Social,Books,1,0,0,0
U01646,Desktop,Paid,Sports,1,1,0,0
U01647,Mobile,Direct,Books,1,0,0,0
U01648,Tablet,Social,Home & Kitchen,1,1,0,0
U01649,Mobile,Direct,Books,1,1,1,0
U01650,Desktop,Paid,Clothing,1,1,0,0
U01651,Desktop,Organic,Electronics,1,1,0,0
U01652,Mobile,Social,Electronics,1,1,0,0
U01653,Desktop,Paid,Electronics,1,1,0,0
U01654,Tablet,Paid,Home & Kitchen,1,1,1,0
U01655,Desktop,Social,Books,1,1,1,1
U01656,Mobile,Organic,Clothing,1,1,1,0
U01657,Tablet,Email,Clothing,1,1,1,1
U01658,Desktop,Organic,Books,1,1,1,0
U01659,Desktop,Organic,Electronics,1,1,0,0
U01660,Mobile,Organic,Sports,1,1,0,0
U01661,Desktop,Social,Clothing,1,1,0,0
U01662,Desktop,Paid,Clothing,1,1,0,0
U01663,Desktop,Direct,Books,1,1,0,0
U01664,Desktop,Social,Books,1,0,0,0
U01665,Mobile,Social,Electronics,1,0,0,0
U01666,Desktop,Organic,Home & Kitchen,1,1,1,0
U01667,Desktop,Paid,Books,1,1,0,0
U01668,Desktop,Organic,Books,1,1,0,0
U01669,Desktop,Email,Home & Kitchen,1,1,0,0
U01670,Tablet,Direct,Home & Kitchen,1,1,1,0
U01671,Desktop,Email,Electronics,1,1,0,0
U01672,Desktop,Paid,Home & Kitchen,1,0,0,0
U01673,Mobile,Organic,Books,1,1,1,1
U01674,Desktop,Paid,Clothing,1,1,1,0
U01675,Mobile,Social,Clothing,1,1,0,0
U01676,Mobile,Organic,Sports,1,1,0,0
U01677,Desktop,Organic,Electronics,1,1,0,0
U01678,Desktop,Paid,Electronics,1,1,1,1
U01679,Mobile,Organic,Home & Kitchen,1,1,0,0
U01680,Tablet,Paid,Books,1,0,0,0
U01681,Tablet,Email,Electronics,1,1,0,0
U01682,Desktop,Organic,Clothing,1,0,0,0
U01683,Desktop,Organic,Clothing,1,0,0,0
U01684,Desktop,Organic,Books,1,1,0,0
U01685,Mobile,Organic,Home & Kitchen,1,1,1,1
U01686,Mobile,Organic,Sports,1,0,0,0
U01687,Desktop,Organic,Clothing,1,0,0,0
U01688,Desktop,Direct,Books,1,1,0,0
U01689,Desktop,Social,Electronics,1,1,1,1
U01690,Desktop,Paid,Books,1,1,0,0
U01691,Desktop,Organic,Electronics,1,0,0,0
U01692,Mobile,Organic,Clothing,1,1,1,0
U01693,Tablet,Social,Books,1,1,1,1
U01694,Desktop,Email,Home & Kitchen,1,0,0,0
U01695,Tablet,Social,Books,1,1,0,0
U01696,Mobile,Email,Electronics,1,1,0,0
U01697,Mobile,Email,Clothing,1,1,1,1
U01698,Tablet,Social,Clothing,1,1,0,0
U01699,Mobile,Paid,Books,1,0,0,0
U01700,Desktop,Social,Home & Kitchen,1,1,1,1
U01701,Mobile,Organic,Books,1,1,0,0
U01702,Mobile,Social,Home & Kitchen,1,1,0,0
U01703,Tablet,Direct,Electronics,1,0,0,0
U01704,Desktop,Organic,Clothing,1,0,0,0
U01705,Mobile,Social,Sports,1,1,0,0
U01706,Desktop,Email,Sports,1,0,0,0
U01707,Desktop,Email,Electronics,1,1,0,0
U01708,Desktop,Organic,Electronics,1,1,0,0
U01709,Desktop,Direct,Home & Kitchen,1,0,0,0
U01710,Mobile,Organic,Home & Kitchen,1,0,0,0
U01711,Tablet,Social,Clothing,1,0,0,0
U01712,Mobile,Paid,Home & Kitchen,1,0,0,0
U01713,Tablet,Social,Sports,1,1,1,0
U01714,Mobile,Social,Sports,1,0,0,0
U01715,Desktop,Organic,Home & Kitchen,1,1,1,1
U01716,Mobile,Direct,Electronics,1,1,1,1
U01717,Desktop,Social,Home & Kitchen,1,1,0,0
U01718,Mobile,Direct,Home & Kitchen,1,0,0,0
U01719,Mobile,Direct,Clothing,1,1,0,0
U01720,Desktop,Paid,Sports,1,0,0,0
U01721,Desktop,Email,Home & Kitchen,1,0,0,0
U01722,Desktop,Paid,Sports,1,1,0,0
U01723,Mobile,Email,Electronics,1,1,1,0
U01724,Desktop,Direct,Sports,1,1,0,0
U01725,Desktop,Social,Books,1,1,0,0
U01726,Desktop,Social,Clothing,1,0,0,0
U01727,Desktop,Email,Clothing,1,0,0,0
U01728,Mobile,Organic,Clothing,1,0,0,0
U01729,Mobile,Organic,Books,1,0,0,0
U01730,Mobile,Paid,Sports,1,0,0,0
U01731,Desktop,Direct,Sports,1,1,1,0
U01732,Mobile,Email,Home & Kitchen,1,1,1,1
U01733,Mobile,Organic,Clothing,1,1,0,0
U01734,Desktop,Social,Home & Kitchen,1,0,0,0
U01735,Mobile,Social,Clothing,1,1,0,0
U01736,Mobile,Organic,Electronics,1,1,0,0
U01737,Desktop,Organic,Sports,1,0,0,0
U01738,Mobile,Direct,Books,1,1,1,1
U01739,Desktop,Paid,Clothing,1,0,0,0
U01740,Desktop,Social,Electronics,1,0,0,0
U01741,Mobile,Social,Home & Kitchen,1,1,1,1
U01742,Desktop,Organic,Sports,1,1,0,0
U01743,Tablet,Paid,Electronics,1,0,0,0
U01744,Desktop,Paid,Books,1,1,1,1
U01745,Mobile,Email,Sports,1,1,0,0
U01746,Desktop,Paid,Sports,1,0,0,0
U01747,Mobile,Organic,Sports,1,1,0,0
U01748,Mobile,Social,Clothing,1,0,0,0
U01749,Tablet,Organic,Sports,1,0,0,0
U01750,Desktop,Paid,Home & Kitchen,1,1,1,1
U01751,Desktop,Paid,Electronics,1,1,1,1
U01752,Tablet,Organic,Electronics,1,1,1,0
U01753,Tablet,Organic,Sports,1,1,0,0
U01754,Mobile,Paid,Home & Kitchen,1,1,0,0
U01755,Mobile,Social,Electronics,1,1,1,1
U01756,Mobile,Direct,Sports,1,1,0,0
U01757,Desktop,Social,Books,1,1,1,1
U01758,Tablet,Paid,Electronics,1,0,0,0
U01759,Mobile,Direct,Clothing,1,1,1,0
U01760,Tablet,Social,Clothing,1,0,0,0
U01761,Mobile,Social,Sports,1,1,1,1
U01762,Tablet,Paid,Electronics,1,0,0,0
U01763,Desktop,Organic,Sports,1,1,0,0
U01764,Desktop,Social,Home & Kitchen,1,0,0,0
U01765,Mobile,Organic,Clothing,1,1,1,0
U01766,Desktop,Direct,Electronics,1,1,0,0
U01767,Desktop,Email,Books,1,1,1,0
U01768,Desktop,Organic,Electronics,1,0,0,0
U01769,Desktop,Direct,Books,1,1,0,0
U01770,Mobile,Social,Sports,1,1,0,0
U01771,Desktop,Organic,Electronics,1,0,0,0
U01772,Mobile,Social,Clothing,1,1,0,0
U01773,Desktop,Social,Home & Kitchen,1,0,0,0
U01774,Desktop,Social,Books,1,1,0,0
U01775,Mobile,Paid,Home & Kitchen,1,0,0,0
U01776,Mobile,Social,Clothing,1,1,0,0
U01777,Tablet,Paid,Home & Kitchen,1,0,0,0
U01778,Mobile,Organic,Clothing,1,0,0,0
U01779,Desktop,Organic,Home & Kitchen,1,1,0,0
U01780,Mobile,Direct,Books,1,0,0,0
U01781,Tablet,Organic,Books,1,1,0,0
U01782,Tablet,Social,Books,1,1,1,0
U01783,Desktop,Paid,Sports,1,0,0,0
U01784,Desktop,Social,Sports,1,0,0,0
U01785,Desktop,Paid,Clothing,1,0,0,0
U01786,Tablet,Paid,Clothing,1,1,1,1
U01787,Desktop,Organic,Books,1,1,1,1
U01788,Tablet,Organic,Sports,1,0,0,0
U01789,Mobile,Organic,Books,1,1,1,0
U01790,Mobile,Organic,Home & Kitchen,1,0,0,0
U01791,Tablet,Paid,Electronics,1,0,0,0
U01792,Tablet,Email,Electronics,1,1,0,0
U01793,Desktop,Paid,Electronics,1,1,0,0
U01794,Desktop,Organic,Books,1,1,1,1
U01795,Desktop,Organic,Books,1,1,0,0
U01796,Desktop,Paid,Home & Kitchen,1,1,1,1
U01797,Mobile,Organic,Books,1,0,0,0
U01798,Desktop,Organic,Books,1,1,0,0
U01799,Mobile,Organic,Home & Kitchen,1,1,1,0
U01800,Tablet,Organic,Clothing,1,0,0,0
U01801,Tablet,Direct,Electronics,1,1,0,0
U01802,Mobile,Social,Home & Kitchen,1,0,0,0
U01803,Mobile,Paid,Books,1,1,0,0
U01804,Mobile,Organic,Home & Kitchen,1,1,0,0
U01805,Desktop,Social,Home & Kitchen,1,1,0,0
U01806,Desktop,Paid,Home & Kitchen,1,1,0,0
U01807,Desktop,Organic,Sports,1,1,1,1
U01808,Desktop,Social,Books,1,1,0,0
U01809,Mobile,Social,Sports,1,1,1,0
U01810,Mobile,Organic,Electronics,1,1,1,0
U01811,Tablet,Paid,Sports,1,1,0,0
U01812,Desktop,Paid,Clothing,1,1,1,1
U01813,Desktop,Organic,Electronics,1,1,1,1
U01814,Desktop,Organic,Electronics,1,1,1,0
U01815,Desktop,Organic,Home & Kitchen,1,0,0,0
U01816,Desktop,Organic,Books,1,1,1,1
U01817,Desktop,Paid,Clothing,1,1,0,0
U01818,Desktop,Social,Sports,1,1,1,1
U01819,Mobile,Organic,Electronics,1,1,0,0
U01820,Desktop,Paid,Clothing,1,1,1,1
U01821,Tablet,Social,Home & Kitchen,1,0,0,0
U01822,Tablet,Organic,Clothing,1,1,1,0
U01823,Desktop,Email,Sports,1,0,0,0
U01824,Tablet,Paid,Electronics,1,0,0,0
U01825,Desktop,Paid,Sports,1,0,0,0
U01826,Desktop,Organic,Clothing,1,1,0,0
U01827,Desktop,Direct,Clothing,1,0,0,0
U01828,Desktop,Social,Sports,1,0,0,0
U01829,Desktop,Social,Books,1,1,1,0
U01830,Desktop,Organic,Sports,1,1,0,0
U01831,Mobile,Social,Books,1,1,0,0
U01832,Desktop,Email,Home & Kitchen,1,0,0,0
U01833,Mobile,Organic,Electronics,1,1,1,0
U01834,Tablet,Organic,Clothing,1,1,0,0
U01835,Mobile,Organic,Clothing,1,1,1,1
U01836,Mobile,Paid,Electronics,1,0,0,0
U01837,Tablet,Organic,Clothing,1,1,0,0
U01838,Desktop,Organic,Electronics,1,0,0,0
U01839,Desktop,Direct,Clothing,1,1,1,0
U01840,Mobile,Direct,Sports,1,1,0,0
U01841,Desktop,Social,Sports,1,1,0,0
U01842,Desktop,Organic,Sports,1,1,0,0
U01843,Desktop,Paid,Books,1,1,0,0
U01844,Desktop,Organic,Clothing,1,0,0,0
U01845,Desktop,Paid,Clothing,1,1,1,1
U01846,Desktop,Paid,Sports,1,1,1,1
U01847,Desktop,Social,Books,1,1,0,0
U01848,Mobile,Email,Sports,1,1,1,1
U01849,Desktop,Email,Electronics,1,1,0,0
U01850,Desktop,Direct,Sports,1,1,0,0
U01851,Tablet,Organic,Home & Kitchen,1,0,0,0
U01852,Desktop,Organic,Sports,1,0,0,0
U01853,Mobile,Organic,Books,1,1,1,0
U01854,Mobile,Organic,Electronics,1,1,1,1
U01855,Mobile,Organic,Clothing,1,1,1,1
U01856,Mobile,Organic,Books,1,0,0,0
U01857,Mobile,Email,Books,1,1,1,1
U01858,Tablet,Paid,Sports,1,1,1,0
U01859,Desktop,Organic,Clothing,1,1,0,0
U01860,Mobile,Social,Clothing,1,0,0,0
U01861,Mobile,Social,Home & Kitchen,1,1,1,0
U01862,Mobile,Direct,Electronics,1,0,0,0
U01863,Mobile,Direct,Clothing,1,1,1,0
U01864,Mobile,Paid,Electronics,1,1,1,0
U01865,Desktop,Organic,Clothing,1,1,1,1
U01866,Desktop,Social,Books,1,1,0,0
U01867,Desktop,Direct,Clothing,1,1,0,0
U01868,Mobile,Paid,Sports,1,0,0,0
U01869,Desktop,Paid,Books,1,1,0,0
U01870,Mobile,Organic,Electronics,1,1,1,0
U01871,Desktop,Paid,Clothing,1,0,0,0
U01872,Desktop,Organic,Clothing,1,1,1,0
U01873,Tablet,Email,Clothing,1,1,1,0
U01874,Desktop,Social,Clothing,1,1,1,0
U01875,Desktop,Social,Sports,1,1,0,0
U01876,Mobile,Organic,Home & Kitchen,1,1,1,1
U01877,Mobile,Paid,Clothing,1,1,1,1
U01878,Tablet,Paid,Home & Kitchen,1,1,0,0
U01879,Desktop,Organic,Electronics,1,0,0,0
U01880,Desktop,Social,Sports,1,1,1,1
U01881,Tablet,Paid,Home & Kitchen,1,0,0,0
U01882,Mobile,Social,Books,1,0,0,0
U01883,Desktop,Organic,Books,1,0,0,0
U01884,Desktop,Organic,Sports,1,1,1,0
U01885,Tablet,Social,Electronics,1,0,0,0
U01886,Desktop,Organic,Books,1,0,0,0
U01887,Desktop,Email,Books,1,1,1,1
U01888,Mobile,Email,Electronics,1,1,1,1
U01889,Desktop,Organic,Home & Kitchen,1,1,1,0
U01890,Desktop,Organic,Sports,1,1,0,0
U01891,Mobile,Organic,Home & Kitchen,1,1,1,0
U01892,Mobile,Direct,Sports,1,1,0,0
U01893,Mobile,Direct,Electronics,1,1,0,0
U01894,Mobile,Paid,Clothing,1,1,0,0
U01895,Desktop,Email,Electronics,1,1,1,1
U01896,Tablet,Organic,Clothing,1,0,0,0
U01897,Mobile,Social,Clothing,1,0,0,0
U01898,Mobile,Direct,Sports,1,0,0,0
U01899,Tablet,Organic,Clothing,1,1,1,0
U01900,Desktop,Email,Books,1,1,0,0
U01901,Mobile,Direct,Sports,1,1,0,0
U01902,Mobile,Organic,Home & Kitchen,1,1,0,0
U01903,Mobile,Organic,Electronics,1,1,1,1
U01904,Desktop,Paid,Home & Kitchen,1,1,1,0
U01905,Desktop,Paid,Home & Kitchen,1,0,0,0
U01906,Desktop,Direct,Electronics,1,0,0,0
U01907,Desktop,Paid,Home & Kitchen,1,1,0,0
U01908,Tablet,Organic,Home & Kitchen,1,1,0,0
U01909,Desktop,Organic,Books,1,1,1,0
U01910,Mobile,Social,Electronics,1,0,0,0
U01911,Desktop,Email,Electronics,1,1,1,1
U01912,Mobile,Email,Clothing,1,1,0,0
U01913,Desktop,Paid,Sports,1,0,0,0
U01914,Desktop,Organic,Electronics,1,0,0,0
U01915,Tablet,Social,Clothing,1,1,1,1
U01916,Mobile,Organic,Books,1,1,0,0
U01917,Mobile,Direct,Clothing,1,1,1,1
U01918,Mobile,Paid,Home & Kitchen,1,0,0,0
U01919,Tablet,Organic,Clothing,1,0,0,0
U01920,Tablet,Social,Home & Kitchen,1,1,1,1
U01921,Desktop,Organic,Books,1,0,0,0
U01922,Mobile,Social,Home & Kitchen,1,1,1,0
U01923,Desktop,Direct,Home & Kitchen,1,1,1,1
U01924,Desktop,Social,Clothing,1,0,0,0
U01925,Desktop,Email,Sports,1,1,1,0
U01926,Mobile,Organic,Sports,1,1,1,0
U01927,Tablet,Social,Home & Kitchen,1,1,0,0
U01928,Tablet,Paid,Home & Kitchen,1,1,0,0
U01929,Desktop,Paid,Electronics,1,0,0,0
U01930,Tablet,Email,Books,1,1,0,0
U01931,Desktop,Social,Clothing,1,1,0,0
U01932,Desktop,Paid,Home & Kitchen,1,1,1,0
U01933,Tablet,Paid,Home & Kitchen,1,1,0,0
U01934,Mobile,Email,Books,1,1,0,0
U01935,Desktop,Paid,Sports,1,1,0,0
U01936,Desktop,Direct,Books,1,1,1,0
U01937,Mobile,Paid,Books,1,1,0,0
U01938,Tablet,Email,Electronics,1,0,0,0
U01939,Mobile,Organic,Electronics,1,1,1,1
U01940,Mobile,Direct,Electronics,1,1,0,0
U01941,Mobile,Social,Books,1,1,0,0
U01942,Mobile,Organic,Books,1,0,0,0
U01943,Desktop,Social,Books,1,1,0,0
U01944,Mobile,Social,Electronics,1,0,0,0
U01945,Mobile,Paid,Home & Kitchen,1,0,0,0
U01946,Desktop,Email,Books,1,0,0,0
U01947,Desktop,Email,Electronics,1,1,1,1
U01948,Mobile,Email,Sports,1,1,1,0
U01949,Desktop,Paid,Books,1,1,0,0
U01950,Mobile,Email,Sports,1,1,0,0
U01951,Desktop,Social,Books,1,0,0,0
U01952,Mobile,Paid,Electronics,1,0,0,0
U01953,Desktop,Organic,Sports,1,0,0,0
U01954,Mobile,Social,Home & Kitchen,1,0,0,0
U01955,Desktop,Organic,Electronics,1,1,1,0
U01956,Mobile,Organic,Sports,1,0,0,0
U01957,Desktop,Paid,Clothing,1,0,0,0
U01958,Mobile,Social,Clothing,1,1,0,0
U01959,Desktop,Paid,Clothing,1,0,0,0
U01960,Mobile,Paid,Home & Kitchen,1,0,0,0
U01961,Desktop,Direct,Electronics,1,1,0,0
U01962,Desktop,Paid,Sports,1,1,1,1
U01963,Desktop,Organic,Home & Kitchen,1,0,0,0
U01964,Desktop,Organic,Electronics,1,1,0,0
U01965,Mobile,Organic,Books,1,1,1,0
U01966,Mobile,Organic,Electronics,1,0,0,0
U01967,Mobile,Social,Electronics,1,1,1,1
U01968,Tablet,Paid,Electronics,1,1,0,0
U01969,Tablet,Organic,Electronics,1,1,0,0
U01970,Mobile,Organic,Home & Kitchen,1,1,1,1
U01971,Desktop,Social,Clothing,1,1,0,0
U01972,Tablet,Organic,Sports,1,0,0,0
U01973,Desktop,Email,Books,1,1,1,1
U01974,Desktop,Social,Home & Kitchen,1,0,0,0
U01975,Desktop,Social,Sports,1,1,0,0
U01976,Tablet,Paid,Books,1,1,0,0
U01977,Mobile,Social,Sports,1,1,1,1
U01978,Tablet,Email,Books,1,1,1,1
U01979,Mobile,Organic,Sports,1,1,1,1
U01980,Desktop,Social,Home & Kitchen,1,1,1,1
U01981,Desktop,Organic,Electronics,1,1,1,1
U01982,Desktop,Social,Clothing,1,1,1,0
U01983,Mobile,Organic,Home & Kitchen,1,0,0,0
U01984,Tablet,Email,Electronics,1,1,0,0
U01985,Mobile,Paid,Home & Kitchen,1,1,1,1
U01986,Desktop,Organic,Electronics,1,1,1,1
U01987,Desktop,Paid,Home & Kitchen,1,1,0,0
U01988,Mobile,Organic,Books,1,1,0,0
U01989,Desktop,Email,Sports,1,1,0,0
U01990,Desktop,Organic,Books,1,0,0,0
U01991,Desktop,Social,Books,1,1,0,0
U01992,Desktop,Organic,Home & Kitchen,1,0,0,0
U01993,Desktop,Email,Electronics,1,0,0,0
U01994,Tablet,Organic,Clothing,1,1,1,1
U01995,Desktop,Social,Books,1,1,1,0
U01996,Mobile,Email,Sports,1,0,0,0
U01997,Tablet,Email,Home & Kitchen,1,0,0,0
U01998,Desktop,Organic,Home & Kitchen,1,1,1,0
U01999,Mobile,Organic,Clothing,1,0,0,0
U02000,Mobile,Organic,Home & Kitchen,1,0,0,0
U02001,Mobile,Email,Books,1,1,0,0
U02002,Mobile,Organic,Books,1,0,0,0
U02003,Tablet,Organic,Books,1,1,1,1
U02004,Desktop,Paid,Clothing,1,0,0,0
U02005,Mobile,Organic,Electronics,1,1,0,0
U02006,Desktop,Social,Books,1,0,0,0
U02007,Desktop,Organic,Clothing,1,0,0,0
U02008,Mobile,Paid,Home & Kitchen,1,0,0,0
U02009,Desktop,Paid,Clothing,1,0,0,0
U02010,Desktop,Organic,Home & Kitchen,1,1,0,0
U02011,Mobile,Organic,Books,1,1,1,1
U02012,Desktop,Email,Electronics,1,1,0,0
U02013,Mobile,Organic,Books,1,1,1,0
U02014,Desktop,Organic,Sports,1,1,1,1
U02015,Mobile,Paid,Electronics,1,1,1,1
U02016,Desktop,Direct,Clothing,1,1,1,0
U02017,Mobile,Paid,Books,1,1,1,1
U02018,Desktop,Organic,Electronics,1,1,1,1
U02019,Desktop,Email,Books,1,1,1,0
U02020,Mobile,Organic,Clothing,1,1,1,0
U02021,Mobile,Organic,Electronics,1,1,0,0
U02022,Mobile,Paid,Home & Kitchen,1,0,0,0
U02023,Mobile,Organic,Electronics,1,1,1,1
U02024,Tablet,Social,Books,1,1,1,1
U02025,Desktop,Social,Electronics,1,1,0,0
U02026,Mobile,Paid,Clothing,1,1,1,1
U02027,Mobile,Organic,Clothing,1,1,1,1
U02028,Desktop,Organic,Home & Kitchen,1,1,0,0
U02029,Tablet,Organic,Books,1,1,0,0
U02030,Mobile,Organic,Home & Kitchen,1,0,0,0
U02031,Mobile,Email,Sports,1,1,1,1
U02032,Mobile,Organic,Books,1,0,0,0
U02033,Mobile,Organic,Books,1,1,0,0
U02034,Mobile,Paid,Clothing,1,0,0,0
U02035,Desktop,Direct,Electronics,1,0,0,0
U02036,Mobile,Social,Books,1,0,0,0
U02037,Mobile,Organic,Home & Kitchen,1,0,0,0
U02038,Desktop,Paid,Home & Kitchen,1,1,1,1
U02039,Desktop,Social,Books,1,0,0,0
U02040,Mobile,Social,Home & Kitchen,1,1,0,0
U02041,Desktop,Social,Books,1,0,0,0
U02042,Mobile,Organic,Sports,1,0,0,0
U02043,Desktop,Organic,Home & Kitchen,1,1,1,1
U02044,Mobile,Organic,Home & Kitchen,1,1,1,0
U02045,Desktop,Organic,Home & Kitchen,1,0,0,0
U02046,Mobile,Direct,Sports,1,1,1,1
U02047,Tablet,Organic,Sports,1,0,0,0
U02048,Desktop,Organic,Home & Kitchen,1,1,0,0
U02049,Desktop,Paid,Electronics,1,0,0,0
U02050,Tablet,Paid,Clothing,1,1,0,0
U02051,Desktop,Paid,Clothing,1,1,1,1
U02052,Desktop,Organic,Books,1,1,1,0
U02053,Desktop,Organic,Books,1,0,0,0
U02054,Mobile,Social,Home & Kitchen,1,1,1,1
U02055,Desktop,Organic,Sports,1,1,0,0
U02056,Desktop,Organic,Home & Kitchen,1,0,0,0
U02057,Mobile,Paid,Sports,1,1,0,0
U02058,Desktop,Social,Books,1,1,0,0
U02059,Desktop,Social,Sports,1,1,1,1
U02060,Mobile,Social,Home & Kitchen,1,1,0,0
U02061,Mobile,Social,Electronics,1,1,0,0
U02062,Mobile,Social,Clothing,1,1,0,0
U02063,Tablet,Organic,Clothing,1,1,1,0
U02064,Desktop,Paid,Clothing,1,1,1,0
U02065,Desktop,Organic,Clothing,1,1,1,1
U02066,Desktop,Direct,Home & Kitchen,1,1,0,0
U02067,Mobile,Email,Sports,1,1,0,0
U02068,Desktop,Social,Electronics,1,1,0,0
U02069,Desktop,Email,Clothing,1,1,0,0
U02070,Mobile,Paid,Home & Kitchen,1,1,1,0
U02071,Desktop,Organic,Books,1,0,0,0
U02072,Desktop,Paid,Books,1,1,1,1
U02073,Desktop,Paid,Electronics,1,1,0,0
U02074,Mobile,Organic,Home & Kitchen,1,0,0,0
U02075,Desktop,Social,Home & Kitchen,1,1,1,1
U02076,Mobile,Organic,Sports,1,1,1,0
U02077,Desktop,Social,Home & Kitchen,1,1,0,0
U02078,Desktop,Social,Home & Kitchen,1,0,0,0
U02079,Desktop,Email,Books,1,1,0,0
U02080,Mobile,Paid,Sports,1,0,0,0
U02081,Mobile,Organic,Home & Kitchen,1,1,0,0
U02082,Mobile,Email,Electronics,1,1,0,0
U02083,Desktop,Organic,Electronics,1,1,0,0
U02084,Desktop,Organic,Clothing,1,1,0,0
U02085,Mobile,Paid,Books,1,0,0,0
U02086,Desktop,Organic,Electronics,1,0,0,0
U02087,Desktop,Social,Sports,1,1,1,1
U02088,Desktop,Paid,Clothing,1,0,0,0
U02089,Mobile,Organic,Home & Kitchen,1,1,0,0
U02090,Desktop,Social,Books,1,0,0,0
U02091,Mobile,Organic,Sports,1,1,0,0
U02092,Desktop,Organic,Clothing,1,0,0,0
U02093,Desktop,Paid,Sports,1,0,0,0
U02094,Desktop,Social,Sports,1,1,0,0
U02095,Mobile,Paid,Home & Kitchen,1,1,0,0
U02096,Mobile,Email,Books,1,1,1,1
U02097,Desktop,Social,Home & Kitchen,1,1,0,0
U02098,Desktop,Paid,Electronics,1,1,0,0
U02099,Tablet,Organic,Home & Kitchen,1,1,0,0
U02100,Tablet,Organic,Sports,1,1,0,0
U02101,Mobile,Organic,Sports,1,1,0,0
U02102,Desktop,Paid,Home & Kitchen,1,0,0,0
U02103,Desktop,Paid,Clothing,1,1,0,0
U02104,Desktop,Paid,Home & Kitchen,1,0,0,0
U02105,Mobile,Email,Clothing,1,1,0,0
U02106,Mobile,Social,Electronics,1,1,1,1
U02107,Mobile,Direct,Sports,1,1,1,0
U02108,Desktop,Paid,Clothing,1,0,0,0
U02109,Desktop,Organic,Clothing,1,1,1,0
U02110,Mobile,Paid,Books,1,0,0,0
U02111,Mobile,Paid,Electronics,1,1,1,1
U02112,Mobile,Paid,Electronics,1,1,0,0
U02113,Tablet,Paid,Clothing,1,1,0,0
U02114,Desktop,Organic,Electronics,1,1,0,0
U02115,Tablet,Social,Sports,1,1,0,0
